#  A   Z  El   half-life  bindingEnergy
#               [s]        [keV]
  72  32  Ge           inf        8731.7
  72  33  As   9.36000e+04        8660.4
  72  34  Se   7.25760e+05        8644.5
  72  35  Br   7.86000e+01        8511.3
  72  36  Kr   1.71000e+01        8429.3
  72  37  Rb   0.00000e+00          8202
  73  26  Fe   1.29000e-02          8106
  73  27  Co   4.07000e-02          8295
  73  28  Ni   8.40000e-01        8457.7
  73  29  Cu   4.20000e+00        8568.6
  73  30  Zn   2.35000e+01        8648.3
  73  31  Ga   1.72800e+04        8693.9
  73  32  Ge           inf          8705
  73  33  As   6.93792e+06        8689.6
  73  34  Se   2.55600e+04        8641.6
  73  35  Br   2.04000e+02        8568.1
  73  36  Kr   2.73000e+01        8460.2
  73  37  Rb   0.00000e+00          8306
  73  38  Sr   0.00000e+00          8102
  74  26  Fe   2.00000e-03          8061
  74  27  Co   3.13000e-02          8229
  74  28  Ni   5.07700e-01          8430
  74  29  Cu   1.60000e+00        8521.6
  74  30  Zn   9.56000e+01        8642.8
  74  31  Ga   4.86000e+02        8663.2
  74  32  Ge           inf        8725.2
  74  33  As   1.52928e+06          8680
  74  34  Se           inf        8687.7
  74  35  Br   1.52400e+03        8583.6
  74  36  Kr   6.90000e+02          8533
  74  37  Rb   6.47000e-02        8381.7
  74  38  Sr   2.70000e-02          8221
  75  26  Fe   2.00000e-03          7982
  75  27  Co   2.65000e-02          8185
  75  28  Ni   3.31600e-01          8366
  75  29  Cu   1.20000e+00        8495.1
  75  30  Zn   1.02000e+01        8592.5
  75  31  Ga   1.26000e+02        8660.8
  75  32  Ge   4.96200e+03        8695.6
  75  33  As           inf        8700.9
  75  34  Se   1.03421e+07        8678.9
  75  35  Br   5.80200e+03        8627.6
  75  36  Kr   2.76000e+02        8553.4
  75  37  Rb   1.90000e+01        8448.3
  75  38  Sr   8.80000e-02        8296.5
  75  39   Y   1.00000e-04          8089
  76  27  Co   0.00000e+00          8116
  76  28  Ni   2.34600e-01          8331
  76  29  Cu   0.00000e+00        8443.5
  76  30  Zn   5.70000e+00        8582.3
  76  31  Ga   3.26000e+01        8624.5
  76  32  Ge   5.04911e+28        8705.2
  76  33  As   8.64000e+04        8682.8
  76  34  Se           inf        8711.5
  76  35  Br   5.83200e+04        8635.9
  76  36  Kr   5.32800e+04        8608.8
  76  37  Rb   3.65000e+01        8486.2
  76  38  Sr   7.80000e+00        8393.9
  76  39   Y   1.20000e-04          8176
  77  27  Co   1.50000e-02          8070
  77  28  Ni   1.58900e-01          8265
  77  29  Cu   4.67900e-01          8408
  77  30  Zn   2.00000e+00          8530
  77  31  Ga   1.32000e+01        8613.4
  77  32  Ge   4.03200e+04          8671
  77  33  As   1.39320e+05          8696
  77  34  Se           inf        8694.7
  77  35  Br   2.05200e+05        8666.8
  77  36  Kr   4.46400e+03        8616.8
  77  37  Rb   2.22000e+02        8537.3
  77  38  Sr   9.00000e+00        8435.9
  77  39   Y   6.30000e-02          8278
  77  40  Zr   1.00000e-04          8081
  78  28  Ni   1.22200e-01          8225
  78  29  Cu   3.30700e-01        8350.9
  78  30  Zn   1.40000e+00        8507.4
  78  31  Ga   5.00000e+00        8577.1
  78  32  Ge   5.28000e+03        8671.7
  78  33  As   5.44200e+03        8673.9
  78  34  Se           inf        8717.8
  78  35  Br   3.84000e+02          8662
  78  36  Kr           inf        8661.2
  78  37  Rb   1.05600e+03        8558.4
  78  38  Sr   1.56100e+02        8500.1
  78  39   Y   0.00000e+00          8349
  78  40  Zr   5.00000e-02          8194
  79  28  Ni   4.40000e-02          8143
  79  29  Cu   2.41000e-01          8312
  79  30  Zn   7.46000e-01        8450.6
  79  31  Ga   2.80000e+00        8556.1
  79  32  Ge   1.89000e+01        8634.5
  79  33  As   5.40000e+02        8676.6
  79  34  Se   1.03191e+13        8695.6
  79  35  Br           inf        8687.6
  79  36  Kr   1.26000e+05        8657.1
  79  37  Rb   1.37400e+03        8601.1
  79  38  Sr   1.32000e+02        8523.8
  79  39   Y   1.48000e+01          8417
  79  40  Zr   5.60000e-02          8267
  79  41  Nb   0.00000e+00          8066
  80  28  Ni   3.00000e-02          8080
  80  29  Cu   1.13300e-01          8240
  80  30  Zn   5.62200e-01        8423.5
  80  31  Ga   0.00000e+00        8508.5
  80  32  Ge   2.95000e+01        8627.6
  80  33  As   1.52000e+01        8651.3
  80  34  Se           inf        8710.8
  80  35  Br   1.05600e+03        8677.7
  80  36  Kr           inf        8692.9
  80  37  Rb   3.34000e+01        8611.7
  80  38  Sr   6.37800e+03        8578.6
  80  39   Y   3.01000e+01        8454.3
  80  40  Zr   4.60000e+00          8360
  80  41  Nb   0.00000e+00          8151
  81  29  Cu   7.32000e-02          8179
  81  30  Zn   3.03200e-01        8351.9
  81  31  Ga   1.20000e+00        8483.4
  81  32  Ge   8.00000e+00        8580.7
  81  33  As   3.33000e+01        8648.1
  81  34  Se   1.10400e+03          8686
  81  35  Br           inf        8695.9
  81  36  Kr   7.22654e+12        8682.8
  81  37  Rb   1.62000e+04        8645.5
  81  38  Sr   1.33800e+03        8587.4
  81  39   Y   7.04000e+01        8505.9
  81  40  Zr   5.50000e+00        8394.4
  81  41  Nb   0.00000e+00          8248
  81  42  Mo   1.00000e-03          8058
  82  29  Cu   5.00000e-02          8103
  82  30  Zn   1.77900e-01        8301.1
  82  31  Ga   5.99000e-01          8421
  82  32  Ge   4.50000e+00        8563.8
  82  33  As   1.91000e+01        8611.4
  82  34  Se   2.90324e+27        8693.2
  82  35  Br   1.26720e+05        8682.5
  82  36  Kr           inf        8710.7
  82  37  Rb   7.20000e+01        8647.4
  82  38  Sr   2.18592e+06        8635.7
  82  39   Y   8.30000e+00        8529.3
  82  40  Zr   3.20000e+01        8465.7
  82  41  Nb   5.00000e-02          8315
  82  42  Mo   3.00000e-02          8163
  83  30  Zn   1.19000e-01          8226
  83  31  Ga   3.08100e-01        8372.6
  83  32  Ge   1.80000e+00        8504.3
  83  33  As   1.34000e+01        8599.7
  83  34  Se   1.33200e+03        8658.6
  83  35  Br   8.28000e+03        8693.4
  83  36  Kr           inf        8695.7
  83  37  Rb   7.44768e+06        8675.2
  83  38  Sr   1.16640e+05        8638.4
  83  39   Y   4.20000e+02        8573.7
  83  40  Zr   4.20000e+01        8488.4
  83  41  Nb   3.90000e+00        8378.3
  83  42  Mo   2.30000e-02          8234
  83  43  Tc   0.00000e+00          8043
  84  30  Zn   5.00000e-02          8172
  84  31  Ga   8.50000e-02          8307
  84  32  Ge   9.51000e-01        8465.5
  84  33  As   0.00000e+00        8547.9
  84  34  Se   1.92000e+02        8658.8
  84  35  Br   1.90200e+03        8671.3
  84  36  Kr           inf        8717.4
  84  37  Rb   2.83392e+06        8676.2
  84  38  Sr           inf        8677.5
  84  39   Y   2.37000e+03        8587.8
  84  40  Zr   1.54800e+03          8549
  84  41  Nb   9.80000e+00        8418.3
  84  42  Mo   2.30000e+00          8325
  84  43  Tc   0.00000e+00          8120
  85  30  Zn   5.00000e-02          8092
  85  31  Ga   9.22000e-02          8255
  85  32  Ge   4.94000e-01        8401.8
  85  33  As   2.00000e+00          8511
  85  34  Se   3.29000e+01        8610.3
  85  35  Br   1.74000e+02        8673.6
  85  36  Kr   3.37659e+08        8698.6
  85  37  Rb           inf        8697.4
  85  38  Sr   5.59872e+06        8675.7
  85  39   Y   9.36000e+03        8628.1
  85  40  Zr   4.68000e+02          8564
  85  41  Nb   2.05000e+01        8473.7
  85  42  Mo   3.20000e+00        8361.3
  85  43  Tc   0.00000e+00          8215
  85  44  Ru   1.00000e-03          8030
  86  31  Ga   4.70000e-02          8186
  86  32  Ge   2.26000e-01        8354.6
  86  33  As   9.45000e-01        8456.7
  86  34  Se   1.43000e+01        8581.8
  86  35  Br   5.51000e+01        8632.4
  86  36  Kr           inf          8712
  86  37  Rb   1.60704e+06        8696.9
  86  38  Sr           inf        8708.5
  86  39   Y   5.29200e+04        8638.4
  86  40  Zr   5.94000e+04        8614.1
  86  41  Nb   0.00000e+00        8502.2
  86  42  Mo   1.91000e+01        8434.7
  86  43  Tc   5.50000e-02          8280
  86  44  Ru   5.00000e-02          8133
  87  31  Ga   1.00000e-02          8129
  87  32  Ge   1.50000e-01          8290
  87  33  As   4.92000e-01        8413.9
  87  34  Se   5.50000e+00        8529.1
  87  35  Br   5.56000e+01        8605.9
  87  36  Kr   4.57800e+03        8675.3
  87  37  Rb   1.56838e+18          8711
  87  38  Sr           inf        8705.2
  87  39   Y   2.87280e+05        8674.8
  87  40  Zr   5.76000e+03        8623.7
  87  41  Nb   2.22000e+02        8551.8
  87  42  Mo   1.41000e+01        8462.4
  87  43  Tc   0.00000e+00        8347.7
  87  44  Ru   5.00000e-02          8199
  88  32  Ge   1.00000e-01          8243
  88  33  As   2.70000e-01          8354
  88  34  Se   1.50000e+00          8495
  88  35  Br   1.63000e+01        8563.7
  88  36  Kr   1.00800e+04        8656.8
  88  37  Rb   1.06200e+03        8681.1
  88  38  Sr           inf        8732.6
  88  39   Y   9.21024e+06        8682.5
  88  40  Zr   7.20576e+06          8666
  88  41  Nb   0.00000e+00        8572.4
  88  42  Mo   4.80000e+02        8523.9
  88  43  Tc   0.00000e+00          8390
  88  44  Ru   1.30000e+00          8298
  88  45  Rh   1.00000e-03          8090
  89  32  Ge   5.00000e-02          8169
  89  33  As   2.00000e-01          8307
  89  34  Se   4.30000e-01        8435.3
  89  35  Br   4.30000e+00        8530.8
  89  36  Kr   1.86000e+02        8614.8
  89  37  Rb   9.18000e+02        8664.2
  89  38  Sr   4.36320e+06        8705.9
  89  39   Y           inf          8714
  89  40  Zr   2.82240e+05        8673.4
  89  41  Nb   0.00000e+00        8616.8
  89  42  Mo   1.26000e+02          8545
  89  43  Tc   1.28000e+01        8450.6
  89  44  Ru   1.50000e+00          8339
  89  45  Rh   1.00000e-02          8191
  90  32  Ge   5.00000e-02          8118
  90  33  As   8.00000e-02          8244
  90  34  Se   2.10000e-01        8395.8
  90  35  Br   1.90000e+00        8478.2
  90  36  Kr   3.23000e+01        8591.3
  90  37  Rb   1.58000e+02        8631.5
  90  38  Sr   9.05684e+08          8696
  90  39   Y   2.30400e+05        8693.3
  90  40  Zr           inf          8710
  90  41  Nb   5.25600e+04        8633.4
  90  42  Mo   1.98000e+04          8597
  90  43  Tc   4.92000e+01        8483.4
  90  44  Ru   1.10000e+01        8409.8
  90  45  Rh   0.00000e+00          8255
  90  46  Pd   1.00000e-02          8113
  91  33  As   5.00000e-02          8193
  91  34  Se   2.70000e-01        8334.8
  91  35  Br   5.43000e-01        8441.9
  91  36  Kr   8.50000e+00        8541.8
  91  37  Rb   5.82000e+01        8607.6
  91  38  Sr   3.45600e+04        8663.9
  91  39   Y   5.05440e+06        8684.9
  91  40  Zr           inf        8693.3
  91  41  Nb   2.14587e+10        8670.9
  91  42  Mo   9.24000e+02        8613.6
  91  43  Tc   1.86000e+02        8536.7
  91  44  Ru   0.00000e+00        8442.9
  91  45  Rh   1.60000e+00          8328
  91  46  Pd   1.00000e-02          8181
  92  33  As   3.00000e-02          8127
  92  34  Se   1.00000e-01          8290
  92  35  Br   3.14000e-01        8384.9
  92  36  Kr   1.80000e+00        8512.7
  92  37  Rb   4.40000e+00        8569.4
  92  38  Sr   9.36000e+03        8648.9
  92  39   Y   1.26000e+04        8661.6
  92  40  Zr           inf        8692.7
  92  41  Nb   1.09503e+15        8662.4
  92  42  Mo           inf        8657.7
  92  43  Tc   2.52000e+02        8563.5
  92  44  Ru   2.16000e+02        8504.8
  92  45  Rh   4.60000e+00        8373.4
  92  46  Pd   1.10000e+00          8273
  92  47  Ag   1.00000e-03          8075
  93  34  Se   5.00000e-02          8223
  93  35  Br   1.52000e-01        8345.6
  93  36  Kr   1.20000e+00        8458.1
  93  37  Rb   5.80000e+00        8540.9
  93  38  Sr   4.44000e+02        8612.8
  93  39   Y   3.63600e+04        8648.9
  93  40  Zr   5.04911e+13        8671.6
  93  41  Nb           inf        8664.2
  93  42  Mo   1.26228e+11        8651.4
  93  43  Tc   9.72000e+03        8608.6
  93  44  Ru   5.97000e+01        8531.5
  93  45  Rh   1.39000e+01        8434.8
  93  46  Pd   1.10000e+00          8319
  93  47  Ag   2.00000e-02          8173
  94  34  Se   2.00000e-02          8180
  94  35  Br   7.00000e-02          8284
  94  36  Kr   2.12000e-01        8424.3
  94  37  Rb   2.70000e+00        8492.8
  94  38  Sr   7.53000e+01        8593.8
  94  39   Y   1.12200e+03        8622.8
  94  40  Zr           inf        8666.8
  94  41  Nb   6.43761e+11        8648.9
  94  42  Mo           inf        8662.3
  94  43  Tc   1.75800e+04        8608.7
  94  44  Ru   3.10800e+03        8583.7
  94  45  Rh   0.00000e+00        8472.4
  94  46  Pd   9.00000e+00        8391.7
  94  47  Ag   3.70000e-02          8238
  94  48  Cd   8.00000e-02          8099
  95  34  Se   1.00000e-02          8112
  95  35  Br   5.00000e-02          8244
  95  36  Kr   1.14000e-01          8366
  95  37  Rb   3.77700e-01        8460.2
  95  38  Sr   2.39000e+01        8549.1
  95  39   Y   6.18000e+02          8605
  95  40  Zr   5.52960e+06        8643.6
  95  41  Nb   3.01536e+06        8647.2
  95  42  Mo           inf        8648.7
  95  43  Tc   7.20000e+04        8622.7
  95  44  Ru   5.76000e+03        8587.5
  95  45  Rh   3.00000e+02        8525.4
  95  46  Pd   7.50000e+00          8429
  95  47  Ag   1.70000e+00          8312
  95  48  Cd   9.00000e-02          8167
  96  35  Br   2.00000e-02          8184
  96  36  Kr   8.00000e-02        8330.9
  96  37  Rb   0.00000e+00        8408.9
  96  38  Sr   1.00000e+00        8521.3
  96  39   Y   5.30000e+00        8569.5
  96  40  Zr   7.25809e+26        8635.3
  96  41  Nb   8.38800e+04        8628.9
  96  42  Mo           inf          8654
  96  43  Tc   3.62880e+05        8614.9
  96  44  Ru           inf        8609.4
  96  45  Rh   5.94000e+02        8534.7
  96  46  Pd   1.22000e+02          8490
  96  47  Ag   0.00000e+00        8360.3
  96  48  Cd   8.80000e-01          8259
  96  49  In   1.00000e-03          8067
  97  35  Br   1.00000e-02          8140
  97  36  Kr   6.22000e-02        8269.9
  97  37  Rb   1.69100e-01        8376.2
  97  38  Sr   4.29000e-01        8471.9
  97  39   Y   3.70000e+00        8541.5
  97  40  Zr   6.01200e+04        8603.8
  97  41  Nb   4.32600e+03        8623.2
  97  42  Mo           inf        8635.1
  97  43  Tc   1.32539e+14        8623.7
  97  44  Ru   2.41920e+05        8604.3
  97  45  Rh   1.84200e+03        8559.9
  97  46  Pd   1.86000e+02        8502.4
  97  47  Ag   2.55000e+01        8422.4
  97  48  Cd   1.10000e+00          8307
  97  49  In   5.00000e-02          8163
  98  35  Br   5.00000e-03          8080
  98  36  Kr   4.28000e-02          8236
  98  37  Rb   1.14000e-01        8330.7
  98  38  Sr   6.53000e-01        8445.7
  98  39   Y   5.48000e-01        8497.7
  98  40  Zr   3.07000e+01        8581.4
  98  41  Nb   2.80000e+00        8596.3
  98  42  Mo           inf        8635.2
  98  43  Tc   1.32539e+14          8610
  98  44  Ru           inf        8620.3
  98  45  Rh   0.00000e+00        8560.8
  98  46  Pd   1.06200e+03        8533.9
  98  47  Ag   4.75000e+01        8441.7
  98  48  Cd   9.20000e+00        8378.3
  98  49  In   0.00000e+00          8230
  99  36  Kr   4.00000e-02          8178
  99  37  Rb   5.64000e-02        8295.3
  99  38  Sr   2.69000e-01        8402.6
  99  39   Y   1.40000e+00        8476.8
  99  40  Zr   2.10000e+00        8539.3
  99  41  Nb   1.50000e+01          8579
  99  42  Mo   2.37240e+05        8607.8
  99  43  Tc   6.66167e+12        8613.6
  99  44  Ru           inf        8608.7
  99  45  Rh   1.39104e+06        8580.2
  99  46  Pd   1.28400e+03        8537.9
  99  47  Ag   1.20000e+02        8474.8
  99  48  Cd   1.60000e+01        8398.4
  99  49  In   3.10000e+00          8304
  99  50  Sn   5.00000e-03          8160
 100  36  Kr   1.20000e-02          8140
 100  37  Rb   4.80000e-02        8244.3
 100  38  Sr   2.02000e-01        8372.2
 100  39   Y   7.35000e-01        8439.5
 100  40  Zr   7.10000e+00        8522.2
 100  41  Nb   1.50000e+00        8548.5
 100  42  Mo   2.24054e+26        8604.7
 100  43  Tc   1.54000e+01        8595.1
 100  44  Ru           inf        8619.4
 100  45  Rh   7.48800e+04        8575.2
 100  46  Pd   3.11040e+05        8563.6
 100  47  Ag   1.20000e+02          8485
 100  48  Cd   4.91000e+01        8437.7
 100  49  In   5.80000e+00        8331.1
 100  50  Sn   1.10000e+00          8253
 101  36  Kr   5.00000e-03          8081
 101  37  Rb   3.18000e-02          8209
 101  38  Sr   1.13800e-01        8324.7
 101  39   Y   4.26000e-01        8413.4
 101  40  Zr   2.30000e+00        8485.9
 101  41  Nb   7.10000e+00        8534.8
 101  42  Mo   8.76000e+02        8572.9
 101  43  Tc   8.52000e+02        8593.1
 101  44  Ru           inf        8601.4
 101  45  Rh   1.04138e+08        8588.2
 101  46  Pd   3.02400e+04        8560.9
 101  47  Ag   6.66000e+02        8512.5
 101  48  Cd   7.80000e+01        8450.4
 101  49  In   1.51000e+01          8371
 101  50  Sn   1.90000e+00        8281.1
 102  37  Rb   3.70000e-02          8157
 102  38  Sr   6.90000e-02        8291.2
 102  39   Y   0.00000e+00        8371.9
 102  40  Zr   2.90000e+00        8466.4
 102  41  Nb   4.30000e+00        8504.9
 102  42  Mo   6.78000e+02        8568.5
 102  43  Tc   0.00000e+00        8570.6
 102  44  Ru           inf        8607.4
 102  45  Rh   1.78848e+07          8577
 102  46  Pd           inf        8580.3
 102  47  Ag   7.74000e+02        8517.2
 102  48  Cd   3.30000e+02        8484.1
 102  49  In   2.33000e+01        8388.6
 102  50  Sn   3.80000e+00        8324.4
 103  37  Rb   2.60000e-02          8117
 103  38  Sr   5.30000e-02          8243
 103  39   Y   2.39000e-01        8342.6
 103  40  Zr   1.30000e+00        8425.9
 103  41  Nb   1.50000e+00        8488.3
 103  42  Mo   6.75000e+01        8538.3
 103  43  Tc   5.42000e+01        8566.1
 103  44  Ru   3.38688e+06        8584.4
 103  45  Rh           inf        8584.2
 103  46  Pd   1.46016e+06          8571
 103  47  Ag   3.94200e+03        8537.7
 103  48  Cd   4.38000e+02        8489.8
 103  49  In   6.00000e+01        8423.7
 103  50  Sn   7.00000e+00        8341.8
 103  51  Sb   0.00000e+00          8229
 104  38  Sr   5.06000e-02          8210
 104  39   Y   1.97000e-01          8298
 104  40  Zr   9.20000e-01        8402.4
 104  41  Nb   0.00000e+00        8453.5
 104  42  Mo   6.00000e+01          8528
 104  43  Tc   1.09800e+03        8541.1
 104  44  Ru           inf        8587.4
 104  45  Rh   4.23000e+01        8568.9
 104  46  Pd           inf        8584.8
 104  47  Ag   4.15200e+03        8536.2
 104  48  Cd   3.46200e+03        8517.6
 104  49  In   1.08000e+02        8435.2
 104  50  Sn   2.08000e+01        8383.9
 104  51  Sb   4.70000e-01        8256.6
 105  38  Sr   3.90000e-02          8156
 105  39   Y   9.50000e-02          8269
 105  40  Zr   6.70000e-01        8358.7
 105  41  Nb   2.90000e+00        8431.7
 105  42  Mo   3.56000e+01        8494.9
 105  43  Tc   4.56000e+02        8534.6
 105  44  Ru   1.58400e+04        8561.9
 105  45  Rh   1.27080e+05        8572.7
 105  46  Pd           inf        8570.6
 105  47  Ag   3.55968e+06        8550.4
 105  48  Cd   3.33000e+03        8516.9
 105  49  In   3.00000e+02        8464.7
 105  50  Sn   3.40000e+01        8397.2
 105  51  Sb   1.10000e+00          8301
 105  52  Te   6.33000e-07        8186.8
 106  38  Sr   2.10000e-02          8119
 106  39   Y   7.40000e-02          8218
 106  40  Zr   1.78600e-01        8328.5
 106  41  Nb   1.05000e+00        8393.3
 106  42  Mo   8.70000e+00        8479.6
 106  43  Tc   3.56000e+01        8506.6
 106  44  Ru   3.21235e+07        8560.9
 106  45  Rh   3.00000e+01        8553.9
 106  46  Pd           inf          8580
 106  47  Ag   1.43400e+03        8544.6
 106  48  Cd           inf          8539
 106  49  In   3.72000e+02        8470.1
 106  50  Sn   1.14000e+02          8432
 106  51  Sb   6.00000e-01          8322
 106  52  Te   7.80000e-05        8236.8
 107  38  Sr   1.00000e-02          8064
 107  39   Y   3.35000e-02          8182
 107  40  Zr   1.45700e-01        8287.1
 107  41  Nb   2.89000e-01        8367.1
 107  42  Mo   3.50000e+00        8442.3
 107  43  Tc   2.12000e+01        8492.9
 107  44  Ru   2.22000e+02        8533.4
 107  45  Rh   1.30200e+03        8554.1
 107  46  Pd   2.05120e+14        8560.9
 107  47  Ag           inf        8553.9
 107  48  Cd   2.34000e+04        8533.4
 107  49  In   1.94400e+03          8494
 107  50  Sn   1.74000e+02        8439.5
 107  51  Sb   4.00000e+00        8358.7
 107  52  Te   3.10000e-03        8256.9
 107  53   I   2.00000e-05          8146
 108  39   Y   3.00000e-02          8134
 108  40  Zr   7.85000e-02          8257
 108  41  Nb   1.98000e-01        8325.7
 108  42  Mo   1.10000e+00        8422.2
 108  43  Tc   5.10000e+00        8462.8
 108  44  Ru   2.70000e+02        8527.2
 108  45  Rh   1.68000e+01        8532.7
 108  46  Pd           inf          8567
 108  47  Ag   1.38000e+02          8542
 108  48  Cd           inf          8550
 108  49  In   3.48000e+03        8495.3
 108  50  Sn   6.18000e+02          8469
 108  51  Sb   7.40000e+00        8372.7
 108  52  Te   2.10000e+00        8303.7
 108  53   I   3.60000e-02        8174.9
 109  39   Y   2.50000e-02          8096
 109  40  Zr   5.60000e-02          8208
 109  41  Nb   1.06900e-01        8297.1
 109  42  Mo   7.00000e-01        8381.5
 109  43  Tc   1.10000e+00        8444.2
 109  44  Ru   3.45000e+01        8496.2
 109  45  Rh   8.00000e+01        8528.1
 109  46  Pd   4.93200e+04        8544.9
 109  47  Ag           inf        8547.9
 109  48  Cd   3.98822e+07        8538.8
 109  49  In   1.47600e+04        8513.1
 109  50  Sn   1.08000e+03        8470.5
 109  51  Sb   1.70000e+01        8404.8
 109  52  Te   4.60000e+00        8319.3
 109  53   I   1.03000e-04          8220
 109  54  Xe   1.30000e-02        8107.3
 110  40  Zr   3.75000e-02          8177
 110  41  Nb   8.20000e-02        8255.3
 110  42  Mo   2.92000e-01        8359.4
 110  43  Tc   9.00000e-01        8411.3
 110  44  Ru   1.20000e+01        8486.3
 110  45  Rh   0.00000e+00        8504.3
 110  46  Pd           inf        8547.2
 110  47  Ag   2.45000e+01        8532.1
 110  48  Cd           inf        8551.3
 110  49  In   1.76400e+04        8508.9
 110  50  Sn   1.47600e+04        8496.1
 110  51  Sb   2.36000e+01        8412.7
 110  52  Te   1.86000e+01        8358.1
 110  53   I   6.64000e-01          8244
 110  54  Xe   9.30000e-02        8159.3
 111  40  Zr   2.40000e-02          8128
 111  41  Nb   5.40000e-02          8223
 111  42  Mo   1.93600e-01        8315.3
 111  43  Tc   3.50000e-01        8390.1
 111  44  Ru   2.10000e+00          8453
 111  45  Rh   1.10000e+01        8495.6
 111  46  Pd   1.40400e+03        8521.7
 111  47  Ag   6.39360e+05        8534.8
 111  48  Cd           inf        8537.1
 111  49  In   2.41920e+05        8522.3
 111  50  Sn   2.11800e+03        8493.1
 111  51  Sb   7.50000e+01        8440.1
 111  52  Te   2.62000e+01        8367.8
 111  53   I   2.50000e+00        8282.9
 111  54  Xe   7.40000e-01        8180.8
 111  55  Cs   1.00000e-06          8069
 112  40  Zr   4.30000e-02          8094
 112  41  Nb   3.80000e-02          8180
 112  42  Mo   1.25000e-01          8291
 112  43  Tc   3.23000e-01        8353.6
 112  44  Ru   1.70000e+00        8439.2
 112  45  Rh   3.40000e+00        8468.9
 112  46  Pd   7.56000e+04        8520.7
 112  47  Ag   1.11600e+04        8516.1
 112  48  Cd           inf        8544.7
 112  49  In   8.88000e+02        8514.7
 112  50  Sn           inf        8513.6
 112  51  Sb   5.35000e+01        8443.6
 112  52  Te   1.20000e+02        8400.7
 112  53   I   3.30000e+00        8299.9
 112  54  Xe   2.70000e+00        8230.1
 112  55  Cs   4.90000e-04        8100.4
 113  41  Nb   3.20000e-02          8146
 113  42  Mo   8.00000e-02          8245
 113  43  Tc   1.52000e-01        8329.5
 113  44  Ru   8.00000e-01        8402.7
 113  45  Rh   2.80000e+00        8456.8
 113  46  Pd   9.30000e+01        8492.6
 113  47  Ag   1.90800e+04        8516.1
 113  48  Cd   2.52455e+23          8527
 113  49  In           inf        8522.9
 113  50  Sn   9.93600e+06        8506.8
 113  51  Sb   3.96000e+02        8465.3
 113  52  Te   1.02000e+02        8404.6
 113  53   I   6.60000e+00        8333.8
 113  54  Xe   2.70000e+00        8247.9
 113  55  Cs   1.77000e-05        8148.6
 113  56  Ba   1.00000e-01          8036
 114  41  Nb   1.70000e-02          8100
 114  42  Mo   5.80000e-02          8220
 114  43  Tc   0.00000e+00        8290.3
 114  44  Ru   5.40000e-01        8385.3
 114  45  Rh   0.00000e+00        8426.6
 114  46  Pd   1.44000e+02          8488
 114  47  Ag   4.60000e+00        8493.8
 114  48  Cd           inf        8531.5
 114  49  In   7.19000e+01          8512
 114  50  Sn           inf        8522.6
 114  51  Sb   2.04000e+02        8462.5
 114  52  Te   9.12000e+02        8432.8
 114  53   I   2.10000e+00          8346
 114  54  Xe   1.00000e+01        8289.2
 114  55  Cs   5.70000e-01        8173.5
 114  56  Ba   4.60000e-01        8089.7
 115  41  Nb   2.30000e-02          8065
 115  42  Mo   4.55000e-02          8175
 115  43  Tc   7.80000e-02        8268.5
 115  44  Ru   3.18000e-01        8347.5
 115  45  Rh   9.90000e-01        8410.7
 115  46  Pd   2.50000e+01        8457.7
 115  47  Ag   1.20000e+03        8490.6
 115  48  Cd   1.92240e+05        8510.7
 115  49  In   1.39166e+22        8516.5
 115  50  Sn           inf        8514.1
 115  51  Sb   1.92600e+03        8480.9
 115  52  Te   0.00000e+00        8431.1
 115  53   I   7.80000e+01        8374.6
 115  54  Xe   1.80000e+01          8301
 115  55  Cs   1.40000e+00          8216
 115  56  Ba   4.50000e-01          8117
 116  42  Mo   3.20000e-02          8146
 116  43  Tc   5.70000e-02          8225
 116  44  Ru   2.04000e-01        8326.9
 116  45  Rh   0.00000e+00        8377.6
 116  46  Pd   1.18000e+01        8449.3
 116  47  Ag   2.28000e+02        8465.9
 116  48  Cd   9.05684e+26        8512.4
 116  49  In   1.41000e+01        8501.6
 116  50  Sn           inf        8523.1
 116  51  Sb   9.48000e+02        8475.8
 116  52  Te   8.64000e+03        8455.7
 116  53   I   2.90000e+00        8381.9
 116  54  Xe   5.90000e+01        8336.8
 116  55  Cs   0.00000e+00          8235
 116  56  Ba   1.30000e+00          8164
 116  57  La   1.00000e-02          8037
 117  42  Mo   2.20000e-02          8100
 117  43  Tc   4.45000e-02          8197
 117  44  Ru   1.51000e-01        8285.6
 117  45  Rh   4.21000e-01        8359.3
 117  46  Pd   4.30000e+00        8416.9
 117  47  Ag   7.36000e+01        8459.5
 117  48  Cd   8.64000e+03          8489
 117  49  In   2.59200e+03        8503.9
 117  50  Sn           inf        8509.6
 117  51  Sb   1.00800e+04        8487.9
 117  52  Te   3.72000e+03        8450.9
 117  53   I   1.32000e+02        8404.4
 117  54  Xe   6.10000e+01        8344.3
 117  55  Cs   0.00000e+00        8271.9
 117  56  Ba   1.70000e+00          8188
 117  57  La   2.17000e-02          8087
 118  42  Mo   2.10000e-02          8069
 118  43  Tc   3.00000e-02          8157
 118  44  Ru   9.90000e-02          8265
 118  45  Rh   2.84000e-01        8322.9
 118  46  Pd   1.90000e+00        8405.2
 118  47  Ag   3.70000e+00        8433.9
 118  48  Cd   3.01800e+03        8487.8
 118  49  In   0.00000e+00        8485.7
 118  50  Sn           inf        8516.5
 118  51  Sb   2.16000e+02        8478.9
 118  52  Te   5.18400e+05        8469.7
